,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
408,7/22/2020,186.7727583,South,KY,"Jefferson County, KY",21111
409,7/22/2020,0,Northeast,ME,"Kennebec County, ME",23011
410,7/22/2020,147.7759749,Midwest,IN,"Lake County, IN",18089
411,7/22/2020,611.0601146,South,FL,"Miami-Dade County, FL",12086
412,7/22/2020,154.2869337,West,CA,"Monterey County, CA",6053
413,7/22/2020,8.296807893,Northeast,PA,"Montgomery County, PA",42091
414,7/22/2020,107.715073,West,OR,"Multnomah County, OR",41051
415,7/22/2020,5.973581949,Northeast,NY,"Nassau County, NY",36059
416,7/22/2020,75.61971755,Northeast,DE,"New Castle County, DE",10003
417,7/22/2020,22.19445753,West,MT,"Park County, MT",30067
418,7/22/2020,92.97651058,Midwest,IL,"Peoria County, IL",17143
419,7/22/2020,92.73095061,West,CA,"Placer County, CA",6061
420,7/22/2020,40.18748641,Midwest,IN,"Steuben County, IN",18151
421,7/22/2020,30.1305784,Northeast,MA,"Suffolk County, MA",25025
422,7/22/2020,1.905005608,Northeast,MA,"Town and County of Nantucket, MA",25019
423,7/22/2020,18.35254535,Northeast,NJ,"Union County, NJ",34039
424,7/22/2020,8.3200685,Northeast,RI,"Washington County, RI",44009
425,7/29/2020,62.04539762,West,CO,"Arapahoe County, CO",8005
426,7/29/2020,245.5044627,West,NV,"Elko County, NV",32007
427,7/29/2020,48.87574652,Northeast,PA,"Erie County, PA",42049
428,7/29/2020,19.81261885,Northeast,MA,"Hampshire County, MA",25015
429,7/29/2020,44.23718006,Northeast,PA,"Indiana County, PA",42063
430,7/29/2020,120.3180561,West,OR,"Jackson County, OR",41029
431,7/29/2020,0.463067659,Northeast,ME,"Kennebec County, ME",23011
432,7/29/2020,146.1396835,Midwest,IN,"Lake County, IN",18089
433,7/29/2020,430.1416895,South,FL,"Miami-Dade County, FL",12086
434,7/29/2020,42.130216,West,CA,"Monterey County, CA",6053
435,7/29/2020,124.3294486,West,OR,"Multnomah County, OR",41051
436,7/29/2020,100.9599021,Northeast,DE,"New Castle County, DE",10003
437,7/29/2020,23.24498225,West,MT,"Park County, MT",30067
438,7/29/2020,109.3394405,Midwest,IL,"Peoria County, IL",17143
439,7/29/2020,47.68536011,West,CA,"Placer County, CA",6061
440,7/29/2020,160.6472577,West,WA,"Skagit County, WA",53057
441,7/29/2020,51.70142178,Midwest,IN,"Steuben County, IN",18151
442,7/29/2020,38.52356666,Northeast,MA,"Suffolk County, MA",25025
443,7/29/2020,5.549004836,Northeast,RI,"Washington County, RI",44009
444,8/5/2020,34.73156132,West,CO,"Arapahoe County, CO",8005
445,8/5/2020,0,Northeast,MA,"Berkshire County, MA",25003
447,8/5/2020,110.2175879,Northeast,PA,"Dauphin County, PA",42043
448,8/5/2020,304.4728848,West,NV,"Elko County, NV",32007
449,8/5/2020,38.86552685,Northeast,PA,"Erie County, PA",42049
450,8/5/2020,1.378370345,Northeast,MA,"Essex County, MA",25009
451,8/5/2020,97.16334873,Northeast,CT,"Fairfield County, CT",9001
452,8/5/2020,164.5406809,Northeast,PA,"Franklin County, PA",42055
453,8/5/2020,209.6227359,South,TN,"Hamilton County, TN",47065
454,8/5/2020,159.7389891,Midwest,MN,"Hennepin County, MN",27053
455,8/5/2020,18.22729333,Northeast,PA,"Indiana County, PA",42063
456,8/5/2020,187.2621864,West,OR,"Jackson County, OR",41029
457,8/5/2020,220.8977866,South,KY,"Jefferson County, KY",21111
458,8/5/2020,1.852270637,Northeast,ME,"Kennebec County, ME",23011
459,8/5/2020,158.0970934,Midwest,IN,"Lake County, IN",18089
460,8/5/2020,329.3936966,South,FL,"Miami-Dade County, FL",12086
461,8/5/2020,5.704339944,West,CA,"Monterey County, CA",6053
462,8/5/2020,21.2015815,Northeast,PA,"Montgomery County, PA",42091
463,8/5/2020,110.1388344,West,OR,"Multnomah County, OR",41051
464,8/5/2020,1.320896111,Northeast,NY,"Nassau County, NY",36059
465,8/5/2020,150.2796248,Northeast,DE,"New Castle County, DE",10003
466,8/5/2020,10.19302459,West,MT,"Park County, MT",30067
467,8/5/2020,263.4464462,Midwest,IL,"Peoria County, IL",17143
468,8/5/2020,49.71758142,West,CA,"Placer County, CA",6061
469,8/5/2020,546.9949157,South,TN,"Shelby County, TN",47157
471,8/5/2020,134.1439608,Midwest,IN,"Steuben County, IN",18151
472,8/5/2020,53.02889286,Northeast,MA,"Suffolk County, MA",25025
473,8/5/2020,2.122297893,Northeast,MA,"Town and County of Nantucket, MA",25019
474,8/5/2020,11.05196132,Northeast,NJ,"Union County, NJ",34039
475,8/5/2020,5.678008922,Northeast,RI,"Washington County, RI",44009
476,8/12/2020,20.64866955,West,CO,"Arapahoe County, CO",8005
477,8/12/2020,0,Northeast,MA,"Berkshire County, MA",25003
478,8/12/2020,0,Northeast,VT,"Chittenden County, VT",50007
479,8/12/2020,95.27245117,Northeast,PA,"Dauphin County, PA",42043
480,8/12/2020,404.4117011,West,NV,"Elko County, NV",32007
481,8/12/2020,30.06262378,Northeast,PA,"Erie County, PA",42049
482,8/12/2020,4.594567818,Northeast,MA,"Essex County, MA",25009
483,8/12/2020,27.01683451,Northeast,CT,"Fairfield County, CT",9001
484,8/12/2020,97.14927861,Midwest,MN,"Hennepin County, MN",27053
485,8/12/2020,4.855377837,Northeast,PA,"Indiana County, PA",42063
486,8/12/2020,127.1434644,West,OR,"Jackson County, OR",41029
487,8/12/2020,203.6870487,South,KY,"Jefferson County, KY",21111
488,8/12/2020,3.142566769,Northeast,ME,"Kennebec County, ME",23011
489,8/12/2020,189.2798808,Midwest,IN,"Lake County, IN",18089
490,8/12/2020,210.4436464,South,FL,"Miami-Dade County, FL",12086
491,8/12/2020,5.76051378,West,CA,"Monterey County, CA",6053
492,8/12/2020,84.93341952,West,OR,"Multnomah County, OR",41051
493,8/12/2020,73.17738497,Northeast,DE,"New Castle County, DE",10003
494,8/12/2020,106.8440346,South,FL,"Palm Beach County, FL",12099
495,8/12/2020,10.77421259,West,MT,"Park County, MT",30067
496,8/12/2020,281.3060716,Midwest,IL,"Peoria County, IL",17143
497,8/12/2020,53.33400073,West,CA,"Placer County, CA",6061
498,8/12/2020,117.297601,West,CA,"Sacramento County, CA",6067
499,8/12/2020,178.6521187,South,TN,"Shelby County, TN",47157
500,8/12/2020,213.545112,South,VA,"Stafford County, VA",51179
501,8/12/2020,143.3556456,Midwest,IN,"Steuben County, IN",18151
502,8/12/2020,48.36694139,Northeast,MA,"Suffolk County, MA",25025
503,8/12/2020,6.490693608,Northeast,RI,"Washington County, RI",44009
504,8/19/2020,0,Northeast,VT,"Chittenden County, VT",50007
505,8/19/2020,57.96353119,Northeast,PA,"Dauphin County, PA",42043
506,8/19/2020,203.6934829,West,NV,"Elko County, NV",32007
507,8/19/2020,41.81001614,Northeast,PA,"Erie County, PA",42049
508,8/19/2020,2.008342005,Northeast,MA,"Essex County, MA",25009
509,8/19/2020,4.589603988,Northeast,CT,"Fairfield County, CT",9001
510,8/19/2020,265.5647004,South,TN,"Hamilton County, TN",47065
511,8/19/2020,31.22380651,Northeast,MA,"Hampshire County, MA",25015
512,8/19/2020,88.01501117,Midwest,MN,"Hennepin County, MN",27053
513,8/19/2020,10.42303043,Northeast,PA,"Indiana County, PA",42063
514,8/19/2020,134.5086,West,OR,"Jackson County, OR",41029
515,8/19/2020,220.4807359,South,KY,"Jefferson County, KY",21111
516,8/19/2020,12.86159573,Northeast,ME,"Kennebec County, ME",23011
517,8/19/2020,174.8562856,Midwest,IN,"Lake County, IN",18089
518,8/19/2020,458.0154567,West,ID,"Latah County, ID",16057
519,8/19/2020,128.3229295,South,FL,"Miami-Dade County, FL",12086
520,8/19/2020,4.128089194,West,CA,"Monterey County, CA",6053
521,8/19/2020,19.78387648,Northeast,PA,"Montgomery County, PA",42091
522,8/19/2020,71.41770263,West,OR,"Multnomah County, OR",41051
523,8/19/2020,0,Northeast,NY,"Nassau County, NY",36059
524,8/19/2020,40.80541147,Northeast,DE,"New Castle County, DE",10003
525,8/19/2020,16.38186999,West,MT,"Park County, MT",30067
526,8/19/2020,210.1577874,Midwest,IL,"Peoria County, IL",17143
527,8/19/2020,50.75340921,West,CA,"Placer County, CA",6061
528,8/19/2020,84.24906076,West,CA,"Sacramento County, CA",6067
529,8/19/2020,124.3165695,South,TN,"Shelby County, TN",47157
530,8/19/2020,87.4833002,West,WA,"Skagit County, WA",53057
531,8/19/2020,166.7479626,South,VA,"Stafford County, VA",51179
532,8/19/2020,190.8852583,Midwest,IN,"Steuben County, IN",18151
533,8/19/2020,49.12771462,Northeast,MA,"Suffolk County, MA",25025
534,8/19/2020,11.77462997,Northeast,NJ,"Union County, NJ",34039
535,8/19/2020,1.957663257,Northeast,RI,"Washington County, RI",44009
536,8/26/2020,34.20686125,West,CO,"Arapahoe County, CO",8005
537,8/26/2020,0,Northeast,MA,"Berkshire County, MA",25003
538,8/26/2020,0,Northeast,VT,"Chittenden County, VT",50007
539,8/26/2020,68.09813425,Northeast,PA,"Dauphin County, PA",42043
540,8/26/2020,101.3508932,West,NV,"Elko County, NV",32007
541,8/26/2020,55.30463043,Northeast,PA,"Erie County, PA",42049
542,8/26/2020,3.438800203,Northeast,MA,"Essex County, MA",25009
543,8/26/2020,5.25268,Northeast,CT,"Fairfield County, CT",9001
544,8/26/2020,49.02968403,Northeast,PA,"Franklin County, PA",42055
545,8/26/2020,81.13442316,Midwest,MN,"Hennepin County, MN",27053
546,8/26/2020,63.57134634,Northeast,PA,"Indiana County, PA",42063
547,8/26/2020,292.8683214,West,OR,"Jackson County, OR",41029
548,8/26/2020,237.2690317,South,KY,"Jefferson County, KY",21111
549,8/26/2020,226.0557928,Midwest,IN,"Lake County, IN",18089
550,8/26/2020,111.8079955,South,FL,"Miami-Dade County, FL",12086
551,8/26/2020,1.595775762,West,CA,"Monterey County, CA",6053
552,8/26/2020,51.89147374,Northeast,DE,"New Castle County, DE",10003
553,8/26/2020,85.08165736,West,MT,"Park County, MT",30067
554,8/26/2020,124.5297823,Midwest,IL,"Peoria County, IL",17143
555,8/26/2020,61.86437806,West,CA,"Placer County, CA",6061
556,8/26/2020,84.1284771,West,CA,"Sacramento County, CA",6067
557,8/26/2020,119.8035106,South,TN,"Shelby County, TN",47157
558,8/26/2020,206.4243259,South,VA,"Stafford County, VA",51179
559,8/26/2020,524.8309904,Midwest,IN,"Steuben County, IN",18151
560,8/26/2020,51.05692029,Northeast,MA,"Suffolk County, MA",25025
561,8/26/2020,6.518652498,Northeast,MA,"Town and County of Nantucket, MA",25019
562,8/26/2020,0.14960834,Northeast,RI,"Washington County, RI",44009
563,9/2/2020,0,Northeast,MA,"Berkshire County, MA",25003
564,9/2/2020,0,Northeast,VT,"Chittenden County, VT",50007
565,9/2/2020,90.50794679,Northeast,PA,"Dauphin County, PA",42043
566,9/2/2020,101.1544332,West,NV,"Elko County, NV",32007
567,9/2/2020,26.32520643,Northeast,PA,"Erie County, PA",42049
568,9/2/2020,1.556299787,Northeast,MA,"Essex County, MA",25009
569,9/2/2020,20.85060658,Northeast,CT,"Fairfield County, CT",9001
570,9/2/2020,79.22035405,Northeast,PA,"Franklin County, PA",42055
571,9/2/2020,161.5723063,South,TN,"Hamilton County, TN",47065
572,9/2/2020,84.52099767,Midwest,MN,"Hennepin County, MN",27053
573,9/2/2020,215.3593349,Northeast,PA,"Indiana County, PA",42063
574,9/2/2020,184.0687504,West,OR,"Jackson County, OR",41029
575,9/2/2020,186.8552016,South,KY,"Jefferson County, KY",21111
576,9/2/2020,193.990449,Midwest,IN,"Lake County, IN",18089
577,9/2/2020,266.597147,West,ID,"Latah County, ID",16057
578,9/2/2020,97.62224135,South,FL,"Miami-Dade County, FL",12086
579,9/2/2020,5.057756978,West,CA,"Monterey County, CA",6053
580,9/2/2020,16.75687712,Northeast,PA,"Montgomery County, PA",42091
581,9/2/2020,73.89110277,West,OR,"Multnomah County, OR",41051
582,9/2/2020,85.85414068,Northeast,DE,"New Castle County, DE",10003
583,9/2/2020,328.4936795,West,MT,"Park County, MT",30067
584,9/2/2020,154.7643694,Midwest,IL,"Peoria County, IL",17143
585,9/2/2020,49.57144498,West,CA,"Placer County, CA",6061
586,9/2/2020,98.14488794,West,CA,"Sacramento County, CA",6067
587,9/2/2020,98.39231553,South,TN,"Shelby County, TN",47157
588,9/2/2020,128.5355449,South,VA,"Stafford County, VA",51179
589,9/2/2020,165.2811125,Midwest,IN,"Steuben County, IN",18151
590,9/2/2020,74.32403604,Northeast,MA,"Suffolk County, MA",25025
591,9/2/2020,15.32910928,Northeast,MA,"Town and County of Nantucket, MA",25019
592,9/2/2020,15.74729194,Northeast,NJ,"Union County, NJ",34039
593,9/2/2020,0,Northeast,RI,"Washington County, RI",44009
594,9/9/2020,38.44183483,West,CO,"Arapahoe County, CO",8005
595,9/9/2020,1.356302815,Northeast,VT,"Chittenden County, VT",50007
596,9/9/2020,63.34975941,Northeast,PA,"Dauphin County, PA",42043
597,9/9/2020,78.39552181,West,NV,"Elko County, NV",32007
598,9/9/2020,10.19391166,Northeast,PA,"Erie County, PA",42049
599,9/9/2020,2.786398945,Northeast,MA,"Essex County, MA",25009
600,9/9/2020,92.77289174,Northeast,PA,"Franklin County, PA",42055
601,9/9/2020,1.81292568,Northeast,MA,"Hampshire County, MA",25015
602,9/9/2020,82.02026077,Midwest,MN,"Hennepin County, MN",27053
603,9/9/2020,368.1209201,Northeast,PA,"Indiana County, PA",42063
604,9/9/2020,80.69919411,West,OR,"Jackson County, OR",41029
605,9/9/2020,101.6700205,South,KY,"Jefferson County, KY",21111
606,9/9/2020,86.23972927,Midwest,IN,"Lake County, IN",18089
607,9/9/2020,68.28766031,South,FL,"Miami-Dade County, FL",12086
608,9/9/2020,18.00766386,West,CA,"Monterey County, CA",6053
609,9/9/2020,105.6690475,West,OR,"Multnomah County, OR",41051
610,9/9/2020,0,Northeast,NY,"Nassau County, NY",36059
611,9/9/2020,71.77884777,Northeast,DE,"New Castle County, DE",10003
612,9/9/2020,8.981615707,South,FL,"Palm Beach County, FL",12099
613,9/9/2020,98.302546,West,MT,"Park County, MT",30067
614,9/9/2020,242.0579118,Midwest,IL,"Peoria County, IL",17143
615,9/9/2020,42.19996408,West,CA,"Placer County, CA",6061
616,9/9/2020,92.32403323,West,CA,"Sacramento County, CA",6067
617,9/9/2020,94.98349155,South,TN,"Shelby County, TN",47157
618,9/9/2020,132.8803523,South,VA,"Stafford County, VA",51179
619,9/9/2020,42.00674447,Midwest,IN,"Steuben County, IN",18151
620,9/9/2020,58.14382479,Northeast,MA,"Suffolk County, MA",25025
621,9/9/2020,11.36989554,Northeast,MA,"Town and County of Nantucket, MA",25019
622,9/16/2020,20.58200073,West,CO,"Arapahoe County, CO",8005
623,9/16/2020,5.425211261,Northeast,VT,"Chittenden County, VT",50007
624,9/16/2020,41.83020985,Northeast,PA,"Dauphin County, PA",42043
625,9/16/2020,78.26911924,West,NV,"Elko County, NV",32007
626,9/16/2020,20.8052899,Northeast,PA,"Erie County, PA",42049
627,9/16/2020,2.082693239,Northeast,MA,"Essex County, MA",25009
628,9/16/2020,24.1790278,Northeast,CT,"Fairfield County, CT",9001
629,9/16/2020,53.4212603,South,TN,"Hamilton County, TN",47065
630,9/16/2020,3.980587662,Northeast,MA,"Hampshire County, MA",25015
631,9/16/2020,75.18257502,Midwest,MN,"Hennepin County, MN",27053
632,9/16/2020,549.3759832,Northeast,PA,"Indiana County, PA",42063
633,9/16/2020,66.34578674,West,OR,"Jackson County, OR",41029
634,9/16/2020,64.80839197,South,KY,"Jefferson County, KY",21111
635,9/16/2020,0.493825115,Northeast,ME,"Kennebec County, ME",23011
636,9/16/2020,107.6077939,Midwest,IN,"Lake County, IN",18089
637,9/16/2020,328.0858776,West,ID,"Latah County, ID",16057
638,9/16/2020,63.28096281,South,FL,"Miami-Dade County, FL",12086
639,9/16/2020,16.86487974,West,CA,"Monterey County, CA",6053
640,9/16/2020,10.16138621,Northeast,PA,"Montgomery County, PA",42091
641,9/16/2020,65.2927635,West,OR,"Multnomah County, OR",41051
642,9/16/2020,70.67891426,Northeast,DE,"New Castle County, DE",10003
643,9/16/2020,26.22477592,West,MT,"Park County, MT",30067
644,9/16/2020,167.4359513,Midwest,IL,"Peoria County, IL",17143
645,9/16/2020,29.78287416,West,CA,"Placer County, CA",6061
646,9/16/2020,89.28952651,West,CA,"Sacramento County, CA",6067
647,9/16/2020,73.73802074,South,TN,"Shelby County, TN",47157
648,9/16/2020,98.3379396,South,VA,"Stafford County, VA",51179
649,9/16/2020,21.68717034,Midwest,IN,"Steuben County, IN",18151
650,9/16/2020,53.193656,Northeast,MA,"Suffolk County, MA",25025
651,9/16/2020,7.083983678,Northeast,MA,"Town and County of Nantucket, MA",25019
652,9/16/2020,15.09417537,Northeast,NJ,"Union County, NJ",34039
653,9/16/2020,0,Northeast,RI,"Washington County, RI",44009
654,9/23/2020,43.89505516,West,CO,"Arapahoe County, CO",8005
655,9/23/2020,1.356302815,Northeast,VT,"Chittenden County, VT",50007
656,9/23/2020,46.48356741,Northeast,PA,"Dauphin County, PA",42043
657,9/23/2020,82.2015764,West,NV,"Elko County, NV",32007
658,9/23/2020,33.98440528,Northeast,PA,"Erie County, PA",42049
659,9/23/2020,5.544374011,Northeast,MA,"Essex County, MA",25009
660,9/23/2020,3.510188197,Northeast,MA,"Hampshire County, MA",25015
661,9/23/2020,82.34042881,Midwest,MN,"Hennepin County, MN",27053
662,9/23/2020,495.5479152,Northeast,PA,"Indiana County, PA",42063
663,9/23/2020,66.73205383,West,OR,"Jackson County, OR",41029
664,9/23/2020,76.35517663,South,KY,"Jefferson County, KY",21111
665,9/23/2020,2.871616961,Northeast,ME,"Kennebec County, ME",23011
666,9/23/2020,167.0576964,Midwest,IN,"Lake County, IN",18089
667,9/23/2020,63.29034093,South,FL,"Miami-Dade County, FL",12086
668,9/23/2020,3.469480802,West,CA,"Monterey County, CA",6053
669,9/23/2020,47.56871702,West,OR,"Multnomah County, OR",41051
670,9/23/2020,1.619685695,Northeast,NY,"Nassau County, NY",36059
671,9/23/2020,73.365711,Northeast,DE,"New Castle County, DE",10003
672,9/23/2020,92.17805412,West,MT,"Park County, MT",30067
673,9/23/2020,110.6082016,Midwest,IL,"Peoria County, IL",17143
674,9/23/2020,26.72636899,West,CA,"Placer County, CA",6061
675,9/23/2020,57.31123265,West,CA,"Sacramento County, CA",6067
676,9/23/2020,82.07679222,South,TN,"Shelby County, TN",47157
677,9/23/2020,64.95622871,South,VA,"Stafford County, VA",51179
678,9/23/2020,35.15478905,Midwest,IN,"Steuben County, IN",18151
679,9/23/2020,48.03990051,Northeast,MA,"Suffolk County, MA",25025
680,9/23/2020,5.155829171,Northeast,MA,"Town and County of Nantucket, MA",25019
681,9/30/2020,94.45955075,West,CO,"Arapahoe County, CO",8005
682,9/30/2020,0,Northeast,VT,"Chittenden County, VT",50007
683,9/30/2020,67.09214207,Northeast,PA,"Dauphin County, PA",42043
684,9/30/2020,95.64074151,West,NV,"Elko County, NV",32007
685,9/30/2020,44.51050574,Northeast,PA,"Erie County, PA",42049
686,9/30/2020,2.944028684,Northeast,MA,"Essex County, MA",25009
687,9/30/2020,32.20244073,Northeast,CT,"Fairfield County, CT",9001
688,9/30/2020,30.55436369,Northeast,PA,"Franklin County, PA",42055
689,9/30/2020,41.44149172,South,TN,"Hamilton County, TN",47065
690,9/30/2020,87.07342861,Midwest,MN,"Hennepin County, MN",27053
691,9/30/2020,315.0914173,Northeast,PA,"Indiana County, PA",42063
692,9/30/2020,102.2554664,West,OR,"Jackson County, OR",41029
693,9/30/2020,121.4605161,South,KY,"Jefferson County, KY",21111
694,9/30/2020,7.31687991,Northeast,ME,"Kennebec County, ME",23011
695,9/30/2020,144.1770515,Midwest,IN,"Lake County, IN",18089
696,9/30/2020,388.3494128,West,ID,"Latah County, ID",16057
697,9/30/2020,47.31415505,South,FL,"Miami-Dade County, FL",12086
698,9/30/2020,0.601351726,West,CA,"Monterey County, CA",6053
699,9/30/2020,49.13987277,West,OR,"Multnomah County, OR",41051
700,9/30/2020,71.55518592,Northeast,DE,"New Castle County, DE",10003
701,9/30/2020,308.454992,West,MT,"Park County, MT",30067
702,9/30/2020,100.9280461,Midwest,IL,"Peoria County, IL",17143
703,9/30/2020,22.65696426,West,CA,"Placer County, CA",6061
704,9/30/2020,57.10715465,West,CA,"Sacramento County, CA",6067
705,9/30/2020,75.11325897,South,TN,"Shelby County, TN",47157
706,9/30/2020,63.03643675,South,VA,"Stafford County, VA",51179
707,9/30/2020,17.99489823,Midwest,IN,"Steuben County, IN",18151
708,9/30/2020,50.33321591,Northeast,MA,"Suffolk County, MA",25025
709,9/30/2020,20.94196101,Northeast,MA,"Town and County of Nantucket, MA",25019
710,9/30/2020,42.12166633,Northeast,NJ,"Union County, NJ",34039
711,10/7/2020,109.3965869,West,CO,"Arapahoe County, CO",8005
712,10/7/2020,0,Northeast,VT,"Chittenden County, VT",50007
713,10/7/2020,97.00643005,Northeast,PA,"Dauphin County, PA",42043
714,10/7/2020,84.04241563,West,NV,"Elko County, NV",32007
